module,file,line,visibility,name,class,prerequisites,improvable,signature_head
recast,src/recast/area.zig,17,priv,insertSort,A,plain value/slice inputs,maybe,fn insertSort(data: []u8) void 
recast,src/recast/area.zig,33,priv,pointInPoly,A,plain value/slice inputs,maybe,fn pointInPoly(num_verts: usize; verts: []const f32; point: Vec3) bool 
recast,src/recast/area.zig,65,priv,vsafeNormalize,A,plain value/slice inputs,maybe,fn vsafeNormalize(v: *Vec3) void 
recast,src/recast/area.zig,79,pub,erodeWalkableArea,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn erodeWalkableArea(
recast,src/recast/area.zig,291,pub,medianFilterWalkableArea,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn medianFilterWalkableArea(
recast,src/recast/area.zig,365,pub,markBoxArea,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn markBoxArea(
recast,src/recast/area.zig,429,pub,markConvexPolyArea,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn markConvexPolyArea(
recast,src/recast/area.zig,513,pub,markCylinderArea,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn markCylinderArea(
recast,src/recast/area.zig,600,pub,offsetPoly,C,public helper; needs enclosing-stage context,maybe,pub fn offsetPoly(
recast,src/recast/compact.zig,26,pub,getHeightFieldSpanCount,D,lifecycle/dispatch or allocator-driven state,no,pub fn getHeightFieldSpanCount(ctx: *const Context; heightfield: *const Heightfield) usize
recast,src/recast/compact.zig,53,pub,buildCompactHeightfield,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildCompactHeightfield(
recast,src/recast/config.zig,64,pub,calcBounds,B,region-partitioned pipeline state (run prereq chain once),maybe, pub fn calcBounds(verts: []const Vec3; min_bounds: *Vec3; max_bounds: *Vec3) void 
recast,src/recast/config.zig,76,pub,calcGridSize,B,region-partitioned pipeline state (run prereq chain once),maybe, pub fn calcGridSize(min_bounds: Vec3; max_bounds: Vec3; cell_size: f32; size_x: *i32; siz
recast,src/recast/contour.zig,25,priv,getCornerHeight,D,lifecycle/dispatch or allocator-driven state,no,fn getCornerHeight(
recast,src/recast/contour.zig,107,priv,walkContour,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn walkContour(
recast,src/recast/contour.zig,211,pub,distancePtSeg,A,plain value/slice inputs,maybe,pub fn distancePtSeg(x: i32; z: i32; px: i32; pz: i32; qx: i32; qz: i32) f32 
recast,src/recast/contour.zig,241,pub,simplifyContour,C,public helper; needs enclosing-stage context,maybe,pub fn simplifyContour(
recast,src/recast/contour.zig,472,priv,vequal,A,plain value/slice inputs,no,fn vequal(a: []const i32; b: []const i32) bool 
recast,src/recast/contour.zig,477,priv,removeDegenerateSegments,D,lifecycle/dispatch or allocator-driven state,no,fn removeDegenerateSegments(simplified: *std.array_list.Managed(i32)) void 
recast,src/recast/contour.zig,501,priv,calcAreaOfPolygon2D,A,plain value/slice inputs,maybe,fn calcAreaOfPolygon2D(verts: []const i32; nverts: usize) i32 
recast,src/recast/contour.zig,551,priv,intersectProp,A,plain value/slice inputs,maybe,fn intersectProp(a: []const i32; b: []const i32; c: []const i32; d: []const i32) bool 
recast,src/recast/contour.zig,561,priv,between,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn between(a: []const i32; b: []const i32; c: []const i32) bool 
recast,src/recast/contour.zig,573,priv,intersect,A,plain value/slice inputs,maybe,fn intersect(a: []const i32; b: []const i32; c: []const i32; d: []const i32) bool 
recast,src/recast/contour.zig,584,priv,intersectSegContour,A,plain value/slice inputs,maybe,fn intersectSegContour(d0: []const i32; d1: []const i32; i: i32; n: i32; verts: []const i3
recast,src/recast/contour.zig,608,priv,inCone,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn inCone(i: i32; n: i32; verts: []const i32; pj: []const i32) bool 
recast,src/recast/contour.zig,626,pub,buildContours,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildContours(
recast,src/recast/contour.zig,922,priv,findLeftMostVertex,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn findLeftMostVertex(contour: *const Contour) struct 
recast,src/recast/contour.zig,941,priv,compareHoles,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn compareHoles(_: void; a: ContourHole; b: ContourHole) bool 
recast,src/recast/contour.zig,949,priv,compareDiagonals,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn compareDiagonals(_: void; a: PotentialDiagonal; b: PotentialDiagonal) bool 
recast,src/recast/contour.zig,954,priv,mergeContours,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn mergeContours(
recast,src/recast/contour.zig,989,priv,mergeRegionHoles,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn mergeRegionHoles(
recast,src/recast/detail.zig,71,priv,circumCircle,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn circumCircle(
recast,src/recast/detail.zig,103,priv,distPtTri,A,plain value/slice inputs,maybe,fn distPtTri(p: [*]const f32; a: [*]const f32; b: [*]const f32; c: [*]const f32) f32 
recast,src/recast/detail.zig,127,priv,distancePtSeg,A,plain value/slice inputs,maybe,fn distancePtSeg(x: f32; z: f32; px: f32; pz: f32; qx: f32; qz: f32) f32 
recast,src/recast/detail.zig,143,priv,distancePtSeg3d,A,plain value/slice inputs,maybe,fn distancePtSeg3d(pt: [*]const f32; p: [*]const f32; q: [*]const f32) f32 
recast,src/recast/detail.zig,166,priv,distancePtSeg2d,A,plain value/slice inputs,maybe,fn distancePtSeg2d(pt: [*]const f32; p: [*]const f32; q: [*]const f32) f32 
recast,src/recast/detail.zig,186,priv,distToTriMesh,A,plain value/slice inputs,maybe,fn distToTriMesh(
recast,src/recast/detail.zig,207,priv,distToPoly,A,plain value/slice inputs,maybe,fn distToPoly(nin: i32; inv: [*]const f32; p: [*]const f32) f32 
recast,src/recast/detail.zig,229,priv,polyMinExtent,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn polyMinExtent(verts: [*]const f32; nverts: i32) f32 
recast,src/recast/detail.zig,293,priv,getHeight,D,lifecycle/dispatch or allocator-driven state,no,fn getHeight(
recast,src/recast/detail.zig,365,priv,findEdge,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn findEdge(edges: []const i32; nedges: i32; s: i32; t: i32) i32 
recast,src/recast/detail.zig,377,priv,addEdge,D,lifecycle/dispatch or allocator-driven state,no,fn addEdge(
recast,src/recast/detail.zig,407,priv,updateLeftFace,D,lifecycle/dispatch or allocator-driven state,no,fn updateLeftFace(e: []i32; s: i32; t: i32; f: i32) void 
recast,src/recast/detail.zig,416,priv,overlapSegSeg2d,A,plain value/slice inputs,maybe,fn overlapSegSeg2d(a: [*]const f32; b: [*]const f32; c: [*]const f32; d: [*]const f32) boo
recast,src/recast/detail.zig,430,priv,overlapEdges,A,plain value/slice inputs,maybe,fn overlapEdges(pts: [*]const f32; edges: []const i32; nedges: i32; s1: i32; t1: i32) bool
recast,src/recast/detail.zig,451,priv,completeFacet,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn completeFacet(
recast,src/recast/detail.zig,539,priv,delaunayHull,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn delaunayHull(
recast,src/recast/detail.zig,627,priv,onHull,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn onHull(a: i32; b: i32; nhull: i32; hull: []const i32) bool 
recast,src/recast/detail.zig,644,priv,setTriFlags,D,lifecycle/dispatch or allocator-driven state,no,fn setTriFlags(tris: *std.array_list.Managed(i32); nhull: i32; hull: []const i32) void 
recast,src/recast/detail.zig,659,priv,triangulateHull,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn triangulateHull(
recast,src/recast/detail.zig,669,priv,f,C,internal to enclosing stage (drive via stage or reconstruct args),maybe, fn f(i: i32; n: i32) i32 
recast,src/recast/detail.zig,675,priv,f,C,internal to enclosing stage (drive via stage or reconstruct args),maybe, fn f(i: i32; n: i32) i32 
recast,src/recast/detail.zig,749,priv,seedArrayWithPolyCenter,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn seedArrayWithPolyCenter(
recast,src/recast/detail.zig,894,priv,getHeightData,D,lifecycle/dispatch or allocator-driven state,no,fn getHeightData(
recast,src/recast/detail.zig,1006,priv,buildPolyDetail,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn buildPolyDetail(
recast,src/recast/detail.zig,1261,pub,buildPolyMeshDetail,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildPolyMeshDetail(
recast,src/recast/detail.zig,1490,pub,mergePolyMeshDetails,C,public helper; needs enclosing-stage context,maybe,pub fn mergePolyMeshDetails(
recast,src/recast/filter.zig,17,pub,filterLowHangingWalkableObstacles,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn filterLowHangingWalkableObstacles(
recast,src/recast/filter.zig,65,pub,filterLedgeSpans,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn filterLedgeSpans(
recast,src/recast/filter.zig,176,pub,filterWalkableLowHeightSpans,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn filterWalkableLowHeightSpans(
recast,src/recast/filter.zig,211,pub,markWalkableTriangles,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn markWalkableTriangles(
recast,src/recast/filter.zig,248,pub,clearUnwalkableTriangles,C,public helper; needs enclosing-stage context,maybe,pub fn clearUnwalkableTriangles(
recast,src/recast/heightfield.zig,14,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(smin: u16; smax: u16; area: u8) Span 
recast,src/recast/heightfield.zig,29,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() SpanPool 
recast,src/recast/heightfield.zig,52,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(
recast,src/recast/heightfield.zig,79,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
recast,src/recast/heightfield.zig,92,pub,allocSpan,D,lifecycle/dispatch or allocator-driven state,no, pub fn allocSpan(self: *Self) !*Span 
recast,src/recast/heightfield.zig,114,pub,freeSpan,D,lifecycle/dispatch or allocator-driven state,no, pub fn freeSpan(self: *Self; span: *Span) void 
recast,src/recast/heightfield.zig,119,pub,getSpanCount,D,lifecycle/dispatch or allocator-driven state,no, pub fn getSpanCount(self: *const Self) usize 
recast,src/recast/heightfield.zig,143,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(index: u32; count: u8) CompactCell 
recast,src/recast/heightfield.zig,163,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() CompactSpan 
recast,src/recast/heightfield.zig,173,pub,setCon,D,lifecycle/dispatch or allocator-driven state,no, pub fn setCon(self: *CompactSpan; direction: u2; neighbor_idx: u8) void 
recast,src/recast/heightfield.zig,180,pub,getCon,D,lifecycle/dispatch or allocator-driven state,no, pub fn getCon(self: *const CompactSpan; direction: u2) u8 
recast,src/recast/heightfield.zig,208,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(
recast,src/recast/heightfield.zig,255,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
recast,src/recast/heightfield.zig,265,pub,getDirOffsetX,D,lifecycle/dispatch or allocator-driven state,no,pub fn getDirOffsetX(direction: u2) i32 
recast,src/recast/heightfield.zig,270,pub,getDirOffsetY,D,lifecycle/dispatch or allocator-driven state,no,pub fn getDirOffsetY(direction: u2) i32 
recast,src/recast/heightfield.zig,275,pub,getDirForOffset,D,lifecycle/dispatch or allocator-driven state,no,pub fn getDirForOffset(offset_x: i32; offset_z: i32) u2 
recast,src/recast/layers.zig,46,priv,contains,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn contains(a: []const u8; v: u8) bool 
recast,src/recast/layers.zig,54,priv,addUnique,D,lifecycle/dispatch or allocator-driven state,no,fn addUnique(a: []u8; an: *u8; an_max: usize; v: u8) bool 
recast,src/recast/layers.zig,90,pub,buildHeightfieldLayers,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildHeightfieldLayers(
recast,src/recast/mesh.zig,54,priv,intersectProp,A,plain value/slice inputs,maybe,fn intersectProp(a: []const i32; b: []const i32; c: []const i32; d: []const i32) bool 
recast,src/recast/mesh.zig,66,priv,between,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn between(a: []const i32; b: []const i32; c: []const i32) bool 
recast,src/recast/mesh.zig,80,priv,intersect,A,plain value/slice inputs,maybe,fn intersect(a: []const i32; b: []const i32; c: []const i32; d: []const i32) bool 
recast,src/recast/mesh.zig,90,priv,vequal,A,plain value/slice inputs,no,fn vequal(a: []const i32; b: []const i32) bool 
recast,src/recast/mesh.zig,95,priv,diagonalie,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn diagonalie(i: usize; j: usize; n: usize; verts: []const i32; indices: []const i32) bool
recast,src/recast/mesh.zig,124,priv,inCone,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn inCone(i: usize; j: usize; n: usize; verts: []const i32; indices: []const i32) bool 
recast,src/recast/mesh.zig,140,priv,diagonal,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn diagonal(i: usize; j: usize; n: usize; verts: []const i32; indices: []const i32) bool 
recast,src/recast/mesh.zig,145,priv,diagonalieLoose,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn diagonalieLoose(i: usize; j: usize; n: usize; verts: []const i32; indices: []const i32)
recast,src/recast/mesh.zig,173,priv,inConeLoose,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn inConeLoose(i: usize; j: usize; n: usize; verts: []const i32; indices: []const i32) boo
recast,src/recast/mesh.zig,187,priv,diagonalLoose,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn diagonalLoose(i: usize; j: usize; n: usize; verts: []const i32; indices: []const i32) b
recast,src/recast/mesh.zig,193,priv,triangulate,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn triangulate(n_in: usize; verts: []const i32; indices: []i32; tris: []i32) i32 
recast,src/recast/mesh.zig,305,priv,computeVertexHash,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn computeVertexHash(x: i32; y: i32; z: i32) usize 
recast,src/recast/mesh.zig,319,priv,addVertex,D,lifecycle/dispatch or allocator-driven state,no,fn addVertex(
recast,src/recast/mesh.zig,353,pub,buildMeshAdjacency,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildMeshAdjacency(
recast,src/recast/mesh.zig,433,pub,countPolyVerts,C,public helper; needs enclosing-stage context,maybe,pub fn countPolyVerts(p: []const u16; nvp: usize) usize 
recast,src/recast/mesh.zig,455,pub,getPolyMergeValue,D,lifecycle/dispatch or allocator-driven state,no,pub fn getPolyMergeValue(
recast,src/recast/mesh.zig,534,pub,mergePolyVerts,C,public helper; needs enclosing-stage context,maybe,pub fn mergePolyVerts(
recast,src/recast/mesh.zig,566,pub,canRemoveVertex,C,public helper; needs enclosing-stage context,maybe,pub fn canRemoveVertex(
recast,src/recast/mesh.zig,684,priv,removeVertex,D,lifecycle/dispatch or allocator-driven state,no,fn removeVertex(
recast,src/recast/mesh.zig,993,pub,buildPolyMesh,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildPolyMesh(
recast,src/recast/mesh.zig,1256,pub,mergePolyMeshes,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn mergePolyMeshes(
recast,src/recast/mesh.zig,1385,pub,copyPolyMesh,C,public helper; needs enclosing-stage context,maybe,pub fn copyPolyMesh(
recast,src/recast/polymesh.zig,17,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator) Self 
recast,src/recast/polymesh.zig,29,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
recast,src/recast/polymesh.zig,52,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator) Self 
recast,src/recast/polymesh.zig,68,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
recast,src/recast/polymesh.zig,98,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator) Self 
recast,src/recast/polymesh.zig,119,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
recast,src/recast/polymesh.zig,129,pub,vertCount,A,plain value/slice inputs,maybe, pub fn vertCount(self: *const Self) usize 
recast,src/recast/polymesh.zig,132,pub,polyCount,C,public helper; needs enclosing-stage context,maybe, pub fn polyCount(self: *const Self) usize 
recast,src/recast/polymesh.zig,149,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator) Self 
recast,src/recast/polymesh.zig,161,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
recast,src/recast/polymesh.zig,168,pub,vertCount,A,plain value/slice inputs,maybe, pub fn vertCount(self: *const Self) usize 
recast,src/recast/polymesh.zig,171,pub,triCount,A,plain value/slice inputs,maybe, pub fn triCount(self: *const Self) usize 
recast,src/recast/polymesh.zig,197,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator) Self 
recast,src/recast/polymesh.zig,218,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
recast,src/recast/polymesh.zig,234,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator) Self 
recast,src/recast/polymesh.zig,242,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
recast,src/recast/polymesh.zig,251,pub,layerCount,C,public helper; needs enclosing-stage context,maybe, pub fn layerCount(self: *const Self) usize 
recast,src/recast/rasterization.zig,20,priv,overlapBounds,A,plain value/slice inputs,maybe,fn overlapBounds(amin: Vec3; amax: Vec3; bmin: Vec3; bmax: Vec3) bool 
recast,src/recast/rasterization.zig,33,pub,rcAddSpan,C,public helper; needs enclosing-stage context,maybe,pub fn rcAddSpan(
recast,src/recast/rasterization.zig,53,priv,addSpan,D,lifecycle/dispatch or allocator-driven state,no,fn addSpan(
recast,src/recast/rasterization.zig,126,pub,dividePoly,C,public helper; needs enclosing-stage context,maybe,pub fn dividePoly(
recast,src/recast/rasterization.zig,200,priv,rasterizeTri,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn rasterizeTri(
recast,src/recast/rasterization.zig,370,pub,rasterizeTriangle,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn rasterizeTriangle(
recast,src/recast/rasterization.zig,404,pub,rasterizeTriangles,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn rasterizeTriangles(
recast,src/recast/rasterization.zig,454,pub,rasterizeTrianglesU16,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn rasterizeTrianglesU16(
recast,src/recast/rasterization.zig,500,pub,rasterizeTrianglesFlat,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn rasterizeTrianglesFlat(
recast,src/recast/region.zig,31,priv,paintRectRegion,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn paintRectRegion(
recast,src/recast/region.zig,62,priv,calculateDistanceField,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn calculateDistanceField(
recast,src/recast/region.zig,246,priv,boxBlur,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn boxBlur(
recast,src/recast/region.zig,311,priv,floodRegion,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn floodRegion(
recast,src/recast/region.zig,409,priv,expandRegions,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn expandRegions(
recast,src/recast/region.zig,520,priv,sortCellsByLevel,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn sortCellsByLevel(
recast,src/recast/region.zig,569,priv,appendStacks,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn appendStacks(
recast,src/recast/region.zig,590,pub,buildDistanceField,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildDistanceField(
recast,src/recast/region.zig,630,priv,removeAdjacentNeighbours,D,lifecycle/dispatch or allocator-driven state,no,fn removeAdjacentNeighbours(reg: *Region) void 
recast,src/recast/region.zig,644,priv,replaceNeighbour,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn replaceNeighbour(reg: *Region; old_id: u16; new_id: u16) void 
recast,src/recast/region.zig,663,priv,canMergeWithRegion,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn canMergeWithRegion(reg_a: *const Region; reg_b: *const Region) bool 
recast,src/recast/region.zig,679,priv,mergeRegions,D,lifecycle/dispatch or allocator-driven state,no,fn mergeRegions(reg_a: *Region; reg_b: *Region; allocator: std.mem.Allocator) !bool 
recast,src/recast/region.zig,738,priv,isRegionConnectedToBorder,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn isRegionConnectedToBorder(reg: *const Region) bool 
recast,src/recast/region.zig,746,priv,isSolidEdge,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn isSolidEdge(
recast,src/recast/region.zig,766,priv,walkContour,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn walkContour(
recast,src/recast/region.zig,850,priv,mergeAndFilterRegions,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn mergeAndFilterRegions(
recast,src/recast/region.zig,1088,pub,buildRegions,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildRegions(
recast,src/recast/region.zig,1240,pub,buildRegionsMonotone,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildRegionsMonotone(
recast,src/recast/region.zig,1403,priv,init,D,lifecycle/dispatch or allocator-driven state,no, fn init(allocator: std.mem.Allocator; region_id: u16) !Region 
recast,src/recast/region.zig,1419,priv,deinit,D,lifecycle/dispatch or allocator-driven state,no, fn deinit(self: *Region) void 
recast,src/recast/region.zig,1428,priv,addUniqueConnection,D,lifecycle/dispatch or allocator-driven state,no,fn addUniqueConnection(reg: *Region; n: i32) !void 
recast,src/recast/region.zig,1436,priv,addUniqueFloorRegion,D,lifecycle/dispatch or allocator-driven state,no,fn addUniqueFloorRegion(reg: *Region; n: i32) !void 
recast,src/recast/region.zig,1444,priv,mergeAndFilterLayerRegions,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn mergeAndFilterLayerRegions(
recast,src/recast/region.zig,1644,pub,buildLayerRegions,B,region-partitioned pipeline state (run prereq chain once),maybe,pub fn buildLayerRegions(
detour,src/detour/builder.zig,92,priv,compareItemX,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn compareItemX(_: void; a: BVItem; b: BVItem) bool 
detour,src/detour/builder.zig,97,priv,compareItemY,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn compareItemY(_: void; a: BVItem; b: BVItem) bool 
detour,src/detour/builder.zig,102,priv,compareItemZ,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn compareItemZ(_: void; a: BVItem; b: BVItem) bool 
detour,src/detour/builder.zig,107,priv,calcExtends,A,plain value/slice inputs,maybe,fn calcExtends(items: []const BVItem; imin: usize; imax: usize; bmin: *[3]u16; bmax: *[3]u
detour,src/detour/builder.zig,137,priv,subdivide,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn subdivide(items: []BVItem; imin: usize; imax: usize; cur_node: *usize; nodes: []BVNode)
detour,src/detour/builder.zig,180,priv,createBVTree,D,lifecycle/dispatch or allocator-driven state,no,fn createBVTree(params: *const NavMeshCreateParams; nodes: []BVNode; items: []BVItem) usiz
detour,src/detour/builder.zig,260,priv,classifyOffMeshPoint,C,internal to enclosing stage (drive via stage or reconstruct args),maybe,fn classifyOffMeshPoint(pt: *const [3]f32; bmin: *const [3]f32; bmax: *const [3]f32) u8 
detour,src/detour/builder.zig,295,pub,createNavMeshData,D,lifecycle/dispatch or allocator-driven state,no,pub fn createNavMeshData(
detour,src/detour/builder.zig,863,pub,navMeshHeaderSwapEndian,C,public helper; needs enclosing-stage context,maybe,pub fn navMeshHeaderSwapEndian(data: []u8) bool 
detour,src/detour/builder.zig,911,pub,navMeshDataSwapEndian,C,public helper; needs enclosing-stage context,maybe,pub fn navMeshDataSwapEndian(data: []u8) bool 
detour,src/detour/builder.zig,917,priv,f,C,internal to enclosing stage (drive via stage or reconstruct args),maybe, fn f(n: usize) usize 
detour,src/detour/common.zig,28,pub,isSuccess,C,public helper; needs enclosing-stage context,maybe, pub fn isSuccess(self: Status) bool 
detour,src/detour/common.zig,32,pub,isFailure,C,public helper; needs enclosing-stage context,maybe, pub fn isFailure(self: Status) bool 
detour,src/detour/common.zig,36,pub,isInProgress,C,public helper; needs enclosing-stage context,maybe, pub fn isInProgress(self: Status) bool 
detour,src/detour/common.zig,40,pub,ok,C,public helper; needs enclosing-stage context,maybe, pub fn ok() Status 
detour,src/detour/common.zig,44,pub,fail,C,public helper; needs enclosing-stage context,maybe, pub fn fail() Status 
detour,src/detour/common.zig,118,priv,triArea2D,A,plain value/slice inputs,maybe,fn triArea2D(a: *const [3]f32; b: *const [3]f32; c: *const [3]f32) f32 
detour,src/detour/common.zig,133,pub,randomPointInConvexPoly,C,public helper; needs enclosing-stage context,maybe,pub fn randomPointInConvexPoly(pts: []const f32; npts: i32; areas: []f32; s: f32; t: f32; 
detour,src/detour/navmesh.zig,31,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() Poly 
detour,src/detour/navmesh.zig,42,pub,setArea,D,lifecycle/dispatch or allocator-driven state,no, pub fn setArea(self: *Poly; area: u8) void 
detour,src/detour/navmesh.zig,46,pub,setType,D,lifecycle/dispatch or allocator-driven state,no, pub fn setType(self: *Poly; poly_type: common.PolyType) void 
detour,src/detour/navmesh.zig,51,pub,getArea,D,lifecycle/dispatch or allocator-driven state,no, pub fn getArea(self: *const Poly) u8 
detour,src/detour/navmesh.zig,55,pub,getType,D,lifecycle/dispatch or allocator-driven state,no, pub fn getType(self: *const Poly) common.PolyType 
detour,src/detour/navmesh.zig,67,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() PolyDetail 
detour,src/detour/navmesh.zig,86,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() Link 
detour,src/detour/navmesh.zig,104,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() BVNode 
detour,src/detour/navmesh.zig,122,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() OffMeshConnection 
detour,src/detour/navmesh.zig,158,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() MeshHeader 
detour,src/detour/navmesh.zig,204,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator) MeshTile 
detour,src/detour/navmesh.zig,225,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *MeshTile) void 
detour,src/detour/navmesh.zig,241,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init() NavMeshParams 
detour,src/detour/navmesh.zig,289,pub,init,D,lifecycle/dispatch or allocator-driven state,no, pub fn init(allocator: std.mem.Allocator; params: NavMeshParams) !Self 
detour,src/detour/navmesh.zig,331,pub,deinit,D,lifecycle/dispatch or allocator-driven state,no, pub fn deinit(self: *Self) void 
detour,src/detour/navmesh.zig,340,pub,encodePolyId,C,public helper; needs enclosing-stage context,maybe, pub fn encodePolyId(self: *const Self; salt: u32; it: u32; ip: u32) PolyRef 
detour,src/detour/navmesh.zig,347,pub,decodePolyId,C,public helper; needs enclosing-stage context,maybe, pub fn decodePolyId(self: *const Self; ref: PolyRef) struct 
detour,src/detour/navmesh.zig,365,pub,calcTileLoc,A,plain value/slice inputs,maybe, pub fn calcTileLoc(self: *const Self; pos: Vec3) struct 
